name,permalink,sector,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at
wetpaint,/company/wetpaint,web,39750000.0,operating,USA,WA,Seattle,seattle,3.0,2005-10-17
friendfeed,/company/friendfeed,web,5000000.0,acquired,USA,CA,SF Bay,mountain view,1.0,2007-10-01
fitbit,/company/fitbit,health,68069200.0,operating,USA,CA,SF Bay,san francisco,5.0,2007-10-01
mtpv,/company/mtpv,cleantech,10125293.0,operating,USA,TX,Austin,austin,3.0,2003-01-01
demandbase,/company/demandbase,analytics,33000000.0,operating,USA,CA,SF Bay,san francisco,3.0,2006-01-01
locatrix communications,/company/locatrix-communications,mobile,250000.0,operating,AUS,,SF Bay,brisbane,1.0,2003-11-01
ihirehelp,/company/ihirehelp,education,100000.0,operating,USA,NJ,New Jersey - Other,,1.0,2010-10-01
cardiosolutions,/company/cardiosolutions,medical,11300000.0,operating,USA,MA,West Bridgewater,west bridgewater,2.0,2006-01-01
blend biosciences,/company/blend-biosciences,biotech,2800000.0,operating,,,unknown,,1.0,
wevod,/company/wevod,games_video,414840.0,operating,FRA,,Paris,paris,2.0,2006-05-04
balance financial,/company/balance-financial,enterprise,1500000.0,operating,USA,WA,Seattle,bellevue,1.0,2004-01-01
wikinvest,/company/wikinvest,web,2500000.0,operating,USA,CA,SF Bay,san francisco,1.0,2006-01-01
solectria renewables,/company/solectria-renewables,cleantech,2100000.0,operating,USA,MA,Boston,lawrence,1.0,
jumptap,/company/jumptap,mobile,121500000.0,acquired,USA,MA,Boston,boston,7.0,2005-01-01
jogabo,/company/jogabo,games_video,40000.0,operating,USA,CA,SF Bay,san francisco,1.0,2011-01-01
courion corporation,/company/courion-corporation,software,840000.0,operating,USA,MA,Boston,westborough,2.0,1996-01-01
playphone,/company/playphone,games_video,95097200.0,operating,USA,CA,SF Bay,san francisco,3.0,2003-04-01
rupture,/company/rupture,games_video,3000000.0,acquired,USA,CA,SF Bay,san francisco,1.0,
birdpost,/company/birdpost,web,350000.0,operating,USA,CA,SF Bay,menlo park,1.0,2007-11-08
ambitious minds,/company/ambitious-minds,education,559522.0,operating,GBR,,Liverpool,liverpool,1.0,2009-01-01
icharts,/company/icharts,analytics,3100000.0,operating,USA,CA,SF Bay,sunnyvale,1.0,2008-01-01
attunity,/company/attunity,software,10500000.0,ipo,USA,MA,Boston,burlington,4.0,
fairsoftware,/company/fairsoftware,web,100000.0,closed,USA,CA,SF Bay,mountain view,1.0,2007-01-01
amax global services,/company/amax-global-services,software,45000.0,operating,USA,CA,SF Bay,fremont,1.0,2000-01-01
the local,/company/the-local,news,3933515.0,operating,SWE,,Stockholm,stockholm,3.0,2004-04-01
tingz,/company/tingz,software,280000.0,operating,USA,TN,Knoxville,knoxville,1.0,2007-04-27
sellaband,/company/sellaband,games_video,5000000.0,closed,DEU,,Bocholt,46395 bocholt,1.0,2006-08-01
gazelle,/company/gazelle,ecommerce,46400000.0,operating,USA,MA,Boston,boston,5.0,2006-01-01
icount.com,/company/icount-com,government,182500.0,operating,USA,UT,Salt Lake City,orem,2.0,2010-05-05
rev worldwide,/company/rev-worldwide,ecommerce,4815940.0,operating,USA,TX,Austin,austin,2.0,2008-01-01
tonchidot,/company/tonchidot,mobile,16000000.0,operating,JPN,,Tokyo,tokyo,2.0,2008-08-01
hammerkit,/company/hammerkit,web,1613875.0,closed,FIN,,Helsinki,helsinki,1.0,2006-11-30
metapack,/company/metapack,software,30772029.0,operating,GBR,,London,london,2.0,1999-01-01
eqvilibria,/company/eqvilibria,other,720000.0,operating,RUS,,Moscow,moscow,1.0,2009-03-01
sportsvite,/company/sportsvite,web,4350000.0,operating,USA,NY,New York,new york,2.0,2007-01-01
sidetour,/company/sidetour,web,4000000.0,acquired,USA,NY,New York,new york,3.0,2011-06-01
chatid,/company/chatid,mobile,3268000.0,operating,USA,NY,New York,new york,3.0,2011-04-01
pgp trustcenter,/company/pgp-trustcenter,security,8500000.0,operating,USA,MA,Boston,newton,1.0,1997-01-01
choicepass,/company/choicepass,enterprise,250000.0,acquired,USA,CA,SF Bay,san francisco,1.0,2011-07-01
producteev,/company/producteev,software,1310000.0,acquired,USA,NY,New York,new york,3.0,2008-07-08
tradecard,/company/tradecard,enterprise,44925050.0,acquired,USA,NY,New York,new york,2.0,1999-01-01
links global,/company/links-global,finance,22000000.0,operating,,,unknown,,1.0,
twonq,/company/twonq,web,800000.0,operating,USA,CA,SF Bay,san francisco,1.0,2008-07-01
vintners alliance,/company/vintners-alliance,advertising,1300000.0,operating,,,unknown,,1.0,
striiv,/company/striiv,hardware,6000000.0,operating,USA,CA,SF Bay,redwood city,1.0,
vestaron corporation,/company/vestaron-corporation,biotech,10200000.0,operating,USA,MI,Kalamazoo,kalamazoo,1.0,2001-01-01
vidacare,/company/vidacare,hardware,274999.0,acquired,USA,TX,San Antonio,shavano park,1.0,
agencyq,/company/agencyq,advertising,1600000.0,operating,USA,WA,Washington DC,washington,1.0,
"itog, inc.",/company/itog-inc,network_hosting,205000.0,closed,USA,MO,Saint Louis,saint louis,1.0,2006-09-19
finestrella,/company/finestrella,finance,13800000.0,operating,MEX,,Mexico City,"mexico city, df",1.0,2008-01-01
adrocket,/company/adrocket,advertising,1000000.0,operating,USA,CA,SF Bay,san francisco,1.0,2008-02-01
studionow,/company/studionow,photo_video,15286415.0,acquired,USA,TN,Nashville,nashville,3.0,2007-01-01
brand.net,/company/brand-net,advertising,27000000.0,operating,USA,CA,SF Bay,san mateo,3.0,2007-01-01
cartera commerce,/company/mall-networks,advertising,37570663.0,operating,USA,MA,Boston,lexington,5.0,2005-01-01
burt,/company/burt,advertising,3500000.0,operating,SWE,,Gothenburg,gothenburg,2.0,2009-03-01
sarvamail,/company/sarvamail,security,250000.0,closed,USA,CA,SF Bay,mountain view,1.0,
videosurf,/company/videosurf,hardware,28000000.0,acquired,USA,CA,SF Bay,san mateo,1.0,
tesaris,/company/tesaris,software,230000.0,operating,USA,UT,Herriman,herriman,1.0,2006-11-01
my best interest,/company/my-best-interest,software,375000.0,closed,USA,CA,Santa Barbara,goleta,1.0,2006-11-05
transmit,/company/transmit,software,450000.0,operating,ISL,,Reykjavik,reykjavik,1.0,2009-06-01
yammer,/company/yammer,enterprise,142000000.0,acquired,USA,CA,SF Bay,san francisco,5.0,2008-09-10
goodguide,/company/goodguide,web,14229998.0,acquired,USA,CA,SF Bay,san francisco,3.0,2007-12-01
goplanit,/company/goplanit,web,500000.0,operating,USA,CA,SF Bay,san francisco,1.0,2007-08-01
conjecta,/company/conjecta,finance,100000.0,operating,USA,NC,Charlotte,charlotte,1.0,2011-03-01
supponor,/company/supponor,other,26251500.0,operating,FIN,,Ristiina,ristiina,2.0,
facetags,/company/facetags,photo_video,15000.0,closed,,,unknown,,1.0,2011-05-15
c2fo,/company/pollenware,software,27100000.0,operating,USA,KS,Kansas City,fairway,2.0,2008-02-01
fon,/company/fon,mobile,57735800.0,operating,ESP,,Madrid,madrid,4.0,2006-02-06
postpath,/company/postpath,web,24300000.0,acquired,USA,CA,SF Bay,mountain view,2.0,2003-01-01
where i've been,/company/where-ive-been,travel,1750000.0,acquired,USA,IL,Chicago,chicago,2.0,2007-06-08
jibjab,/company/jibjab,web,17900000.0,operating,USA,CA,Venice,venice,3.0,1999-01-01
swype,/company/swype,software,13900000.0,acquired,USA,WA,Seattle,seattle,5.0,2002-01-01
quant the news,/company/quant-the-news,web,150000.0,operating,USA,CA,Los Angeles,los angeles,1.0,2007-01-01
advanced search laboratories,/company/advanced-search-laboratories,search,650000.0,operating,USA,TX,Dallas,dallas,2.0,
introfly,/company/introfly,web,75000.0,operating,USA,IL,Chicago,chicago,1.0,2011-06-01
global crossing,/company/global-crossing,public_relations,41000000.0,acquired,USA,NJ,Florham Park,florham park,1.0,1997-01-01
gopogo,/company/gopogo,social,3000000.0,closed,USA,NY,New York,new york,1.0,2009-11-17
vgo communications,/company/vgo-communications,medical,8829914.0,operating,USA,NH,Nashua,nashua,3.0,2007-01-01
platfora,/company/platfora,software,27200000.0,operating,USA,CA,SF Bay,san mateo,2.0,2011-06-01
infrascale,/company/infrascale,enterprise,3749964.0,operating,USA,CA,Los Angeles,el segundo,2.0,
steelwedge software,/company/steelwedge-software,enterprise,16000000.0,operating,USA,CA,SF Bay,pleasanton,1.0,2000-01-01
oxtex,/company/oxtexs,medical,1037803.0,operating,GBR,,London,oxford,2.0,
worldone,/company/worldone,analytics,60000000.0,operating,USA,NY,New York,new york,2.0,2000-01-01
mob.ly,/company/mob-ly,mobile,1100000.0,acquired,USA,CA,SF Bay,san francisco,1.0,2007-10-01
iweb technologies,/company/iweb-technologies,network_hosting,33521974.0,acquired,CAN,,Montreal,"montreal, québec",6.0,1996-10-01
timetrade systems,/company/timetrade-systems,enterprise,12322500.0,operating,USA,MA,Boston,tewksbury,3.0,2000-01-01
mesmo.tv,/company/mesmo-tv,games_video,900000.0,operating,GBR,,United Kingdom - Other,,1.0,
truecar,/company/truecar,transportation,351600000.0,operating,USA,CA,Los Angeles,santa monica,7.0,2005-01-01
angstro,/company/angstro,software,225000.0,acquired,USA,CA,SF Bay,palo alto,1.0,2007-04-27
shop.ca,/company/shop-ca,ecommerce,26752221.0,operating,CAN,,Toronto,toronto,2.0,2011-07-01
text a cab,/company/text-a-cab,transportation,50000.0,operating,USA,NY,New York,new york,1.0,2008-06-01
"thru, inc.",/company/thru-inc,software,14734000.0,operating,USA,TX,Dallas,irving,4.0,2002-02-01
golfsmith,/company/golfsmith,,125000000.0,acquired,USA,TX,Austin,austin,1.0,
wehostels,/company/wehostels,travel,1200000.0,acquired,USA,NY,New York,new york city,1.0,2011-11-15
easyown.it,/company/sociallypay-easyown,ecommerce,138000.0,closed,CHE,,Euthal,euthal,1.0,2011-04-10
foodista,/company/foodista,hospitality,1300000.0,operating,USA,WA,Seattle,seattle,2.0,2008-02-01
funny or die,/company/funny-or-die,games_video,18000000.0,operating,USA,CA,SF Bay,san mateo,4.0,2007-03-01
filterboxx water & environmental,/company/filterboxx-water-environmental,cleantech,9000000.0,operating,CAN,,Alberta,alberta,1.0,
klatcher,/company/klatcher,web,150000.0,closed,USA,NY,New York - Other,,1.0,2008-07-10
tweegee,/company/tweegee,games_video,3000000.0,operating,ISR,,Ramat Gan,ramat gan,1.0,2008-01-01
somolend,/company/somolend,finance,5395000.0,operating,USA,OH,Cincinnati,cincinnati,5.0,2011-05-11
playerduel,/company/playerduel,mobile,21189.0,closed,USA,CA,SF Bay,"palo alto,",2.0,2011-01-01
guavus,/company/guavus,analytics,80512816.0,operating,USA,CA,SF Bay,san mateo,5.0,2006-02-01
routehappy,/company/routehappy,transportation,1835000.0,operating,USA,NY,New York,new york,2.0,2011-01-01
telespree,/company/telespree,software,1000000.0,operating,USA,CA,SF Bay,san francisco,1.0,1998-01-01
happy inspector,/company/happy-inspector,mobile,895000.0,operating,USA,CA,SF Bay,san francisco,1.0,2011-10-01
foundvalue,/company/foundvalue,web,4750000.0,operating,,,unknown,,2.0,2003-12-01
storymix media,/company/storymix-media,photo_video,155000.0,operating,USA,IL,Chicago,chicago,2.0,2011-08-01
webvanta,/company/webvanta,public_relations,1682618.0,operating,USA,CA,Sebastopol,sebastopol,4.0,2007-09-01
amrit advanced biotech,/company/amrit-advanced-biotech,biotech,3242399.0,operating,GBR,,London,cambridge,3.0,2007-03-03
liveprocess corp.,/company/liveprocess-corp,software,1616176.0,operating,USA,NJ,Verona,verona,1.0,2004-01-01
usamp,/company/united-sample,web,29540000.0,operating,USA,CA,Los Angeles,encino,4.0,2008-04-01
artandseek,/company/artandseek,other,50000.0,closed,USA,NY,New York,new york,1.0,2007-06-27
aver informatics,/company/aver-informatics,analytics,2475000.0,operating,USA,WI,Green Bay,green bay,3.0,2010-06-04
rubicon project,/company/rubiconproject,advertising,60000000.0,operating,USA,CA,Los Angeles,los angeles,7.0,2007-05-01
weight wins,/company/weight-wins,medical,952578.0,operating,GBR,,London,london,1.0,2008-01-01
intela,/company/intela,advertising,13250000.0,acquired,USA,CO,Denver,boulder,2.0,2006-02-02
spare change payments,/company/spare-change-payments,web,509412.0,acquired,USA,CA,SF Bay,cupertino,1.0,2008-01-01
nyx interactive,/company/nyx-interactive,games_video,7385500.0,operating,SWE,,Stockholm,stockholm,1.0,2006-01-01
picateers,/company/picateers,web,12100000.0,closed,USA,CA,SF Bay,san mateo,2.0,2005-01-01
sailpoint technologies,/company/sailpoint-technologies,enterprise,25830908.0,operating,USA,TX,Austin,austin,4.0,2005-12-01
moozey,/company/moozey,mobile,109018.0,operating,DEU,,Munich,munich,1.0,2008-04-01
socure,/company/socure,security,1700000.0,operating,USA,NY,New York,new york,1.0,2012-09-01
bitcasa,/company/bitcasa,enterprise,19500000.0,operating,USA,CA,SF Bay,mountain view,4.0,2011-01-01
divas diamond,/company/divas-diamond,ecommerce,900000.0,operating,TUR,,Istanbul,istanbul,1.0,2011-05-30
red seraphim,/company/red-seraphim,games_video,50000.0,operating,USA,CA,SF Bay,santa clara,1.0,
bubblelife media,/company/bubblelife-media,advertising,50000.0,operating,USA,TX,Dallas,dallas,1.0,2008-01-15
ascension orthopedics,/company/ascension-orthopedics,biotech,18664050.0,acquired,USA,TX,Austin,austin,1.0,1996-01-01
whiskey media,/company/whiskey-media,web,4000000.0,acquired,USA,CA,SF Bay,san francisco,2.0,2007-10-01
team robot,/company/team-robot,games_video,25000.0,operating,,,unknown,,1.0,2010-12-15
turntide,/company/turntide,,750000.0,acquired,,,unknown,,1.0,
balluun,/company/balluun,ecommerce,8700000.0,operating,USA,CA,SF Bay,foster city,1.0,2009-08-14
fitnesskeeper,/company/fitnesskeeper,health,11510000.0,operating,USA,MA,Boston,boston,3.0,2008-01-01
voodoovox,/company/voodoovox,mobile,9650000.0,acquired,USA,MA,Williamstown,williamstown,3.0,2002-01-01
campaignercrm,/company/landslide-technologies,software,8000000.0,operating,USA,MA,Boston,woburn,1.0,2004-01-01
clickn kids,/company/clickn-kids,education,4000000.0,operating,USA,NV,Carson City,carson city,1.0,2003-05-23
cignis,/company/cignis,enterprise,20000.0,operating,NOR,,Hvalstad,hvalstad,1.0,2007-06-01
tremor video,/company/tremor-video,advertising,116400000.0,ipo,USA,NY,New York,new york,8.0,2005-01-01
stickyadstv,/company/stickyadstv,advertising,5694085.0,operating,FRA,,Paris,paris,2.0,2009-12-01
taprush,/company/taprush,mobile,1200000.0,operating,USA,CA,SF Bay,san francisco,1.0,2011-01-01
image space media,/company/picad-media,advertising,3915000.0,acquired,USA,NY,New York,new york,2.0,2008-01-01
moviecom.tv,/company/moviecom-tv,games_video,811057.0,operating,GBR,,cumbernauld,cumbernauld,1.0,2007-01-01
appaddictive,/company/appaddictive,advertising,1200000.0,operating,USA,NY,New York,new york,1.0,
tapnscrap,/company/tapnscrap,mobile,15000.0,operating,USA,CA,SF Bay,san mateo,1.0,2010-02-12
ai exchange,/company/ai-exchange,finance,1500000.0,operating,USA,MA,Boston,boston,1.0,
jetsuite,/company/jetsuite,transportation,7000000.0,operating,USA,CA,Los Angeles,irvine,1.0,
rf surgical systems,/company/rf-surgical-systems,medical,12120000.0,operating,USA,WA,Seattle,bellevue,2.0,
am-pharma,/company/am-pharma,biotech,39843400.0,operating,NLD,,Bunnik,bunnik,1.0,
current,/company/current,software,13000000.0,operating,USA,MD,Washington DC,germantown,1.0,
the rainmaker group,/company/the-rainmaker-group,software,42800000.0,operating,USA,GA,Atlanta,alpharetta,2.0,
arrien pharmaceuticals,/company/arrien-pharmaceuticals,biotech,2000000.0,operating,USA,CT,Ansonia,ansonia,1.0,
kwestr,/company/kwestr,web,57000.0,operating,CHN,,China - Other,,1.0,2010-09-01
condodomain,/company/condodomain,web,250000.0,acquired,USA,NY,New York,new york,1.0,2005-10-01
crushblvd,/company/crushblvd,social,100000.0,operating,USA,CA,California - Other,,1.0,2011-01-01
abbott labs,/company/abbott,biotech,100000.0,ipo,USA,IL,Chicago,des plaines,1.0,1991-01-01
gis.to,/company/gis-to,web,2454.0,operating,USA,,Chicago,chicago,1.0,2010-01-01
snaplayout,/company/snaplayout,network_hosting,650000.0,closed,USA,CA,SF Bay,san francisco,1.0,
big stage,/company/big-stage,web,10600000.0,acquired,USA,CA,Los Angeles,south pasadena,2.0,2008-06-01
m-files,/company/m-files,software,7843200.0,operating,USA,TX,Dallas,dallas,1.0,2001-01-01
emerge studio,/company/emerge-studio,software,100000.0,operating,ZAF,,Knysna,knysna,1.0,2010-04-01
brightblue,/company/brightblue,software,2309232.0,operating,GBR,,London,london,3.0,2000-01-01
confabb,/company/confabb,web,200000.0,closed,USA,CA,California - Other,,1.0,2006-06-01
punchh,/company/punchh,mobile,4000000.0,operating,USA,CA,SF Bay,sunnyvale,1.0,2010-01-01
mequilibrium,/company/mequilibrium,health,2300000.0,operating,USA,MA,Boston,boston,1.0,
enertrac,/company/enertrac,manufacturing,5200000.0,operating,USA,NH,Hudson,hudson,3.0,2006-01-01
ocision,/company/ocision,web,1600000.0,operating,MYS,,Malaysia - Other,,3.0,2010-03-17
nerd attack,/company/nerd-attack,mobile,35000.0,operating,MYS,,Petaling Jaya,"petaling jaya, selangor",1.0,2010-10-01
milk a deal,/company/milk-a-deal,web,165000.0,operating,MYS,,Kuala Lumpur,kuala lumpur,1.0,2011-01-01
long tail,/company/long-tail,mobile,20000.0,operating,MYS,,Petaling Jaya,"petaling jaya, selangor",1.0,2006-01-01
surphace,/company/sphere,web,3500000.0,acquired,USA,NY,New York,new york,2.0,2005-06-01
base79,/company/base79,advertising,14345753.0,operating,GBR,,London,london,2.0,2007-06-28
accunostics,/company/accunostics,medical,6321095.0,operating,GBR,,Forres,forres,1.0,2008-01-01
rayv,/company/rayv,games_video,16030566.0,operating,USA,NY,New York,new york,3.0,2005-01-01
mimosa systems,/company/mimosa-systems,software,53816776.0,acquired,USA,CA,SF Bay,santa clara,6.0,2003-08-29
collective bias,/company/collective-bias,social,11000000.0,operating,USA,AR,Bentonville,bentonville,3.0,2009-05-11
pingup,/company/pingup,web,4000000.0,operating,USA,MA,Boston,boston,1.0,2010-05-01
motorator,/company/motorator,ecommerce,160000.0,operating,USA,CA,Los Angeles,marina del rey,1.0,2007-01-01
billfish software,/company/billfish-software,enterprise,500000.0,operating,USA,FL,Miami,miami beach,1.0,2007-10-15
orderbolt,/company/orderbolt,software,48501.0,operating,USA,IL,Carbondale,carbondale,1.0,2011-07-31
anagran,/company/anagran-inc,network_hosting,22600000.0,operating,USA,CA,SF Bay,sunnyvale,2.0,2004-01-01
debtmarket,/company/debt-market,finance,4046884.0,acquired,,,unknown,,4.0,2007-01-10
fancorps,/company/fancorps,network_hosting,100000.0,operating,USA,TX,Dallas,dallas,1.0,2005-01-01
uptake,/company/uptake,web,14000000.0,acquired,USA,CA,SF Bay,palo alto,3.0,2008-01-01
niveus medical,/company/niveus-medical,biotech,2365000.0,operating,USA,CA,SF Bay,palo alto,2.0,2008-01-01
gamerizon studio,/company/gamerizon-studio,games_video,5000000.0,operating,CAN,,Montreal,montreal (quebec),1.0,
cellogic,/company/cellogic,mobile,750000.0,operating,ISR,,Jerusalem,jerusalem,1.0,2010-01-01
richard pauer - 3p,/company/richard-pauer-3p,ecommerce,4500000.0,operating,SVK,,Kosice,kosice,1.0,1996-01-01
faniq,/company/faniq,sports,1008401.0,operating,USA,,TBD,,3.0,2006-01-01
greenphire,/company/greenphire,software,5806037.0,operating,USA,PA,Philadelphia,king of prussia,2.0,2007-01-01
zkatter,/company/zkattter,mobile,1500000.0,operating,GBR,,London,london,1.0,2008-07-08
youcaring,/company/youcaring,nonprofit,100000.0,operating,USA,CA,Redding,redding,2.0,2011-04-01
reputation.com,/company/reputation-com,web,67650000.0,operating,USA,CA,SF Bay,redwood city,6.0,2006-01-01
personalis,/company/personalis,biotech,42000000.0,operating,USA,CA,SF Bay,menlo park,2.0,2011-08-01
connectsolutions,/company/connectsolutions,enterprise,10000000.0,operating,USA,CA,SF Bay,san francisco,1.0,2007-01-01
k2 media,/company/k2-media,finance,7500000.0,operating,USA,NY,New York,new york,1.0,
hoppit,/company/hoppit,search,500000.0,acquired,USA,NY,New York,new york,1.0,2011-01-01
cocrystal discovery,/company/cocrystal-discovery,biotech,7500000.0,operating,USA,WA,Seattle,bothell,1.0,
west world media,/company/west-world-media,news,22500000.0,operating,USA,CT,Ridgefield,ridgefield,1.0,2007-01-01
polyvore,/company/polyvore,web,22100000.0,operating,USA,CA,SF Bay,mountain view,3.0,2007-02-01
3scale,/company/3scale,enterprise,5000000.0,operating,ESP,,Barcelona,barcelona,2.0,2007-12-01
traveltriangle,/company/traveltriangle-com,travel,200000.0,operating,IND,,Noida,noida,1.0,2011-07-01
cogeon,/company/cogeon,education,296384.0,operating,DEU,,Berlin,berlin,1.0,2009-09-15
nomadesk,/company/nomadesk,enterprise,11298100.0,operating,USA,TX,Austin,austin,3.0,2004-09-20
xtium,/company/xtium,enterprise,15500000.0,operating,USA,PA,Philadelphia,king of prussia,3.0,2004-01-01
buck,/company/billing-revolution,mobile,6865000.0,operating,USA,WA,Seattle,seattle,3.0,2007-01-01
hipway,/company/hipway,travel,2750000.0,operating,RUS,,Moscow,moscow,1.0,2010-10-10
spectrum bridge,/company/spectrum-bridge,network_hosting,23326001.0,operating,USA,FL,Orlando,lake mary,4.0,2007-03-01
rootstock software,/company/rootstock-software,software,6545000.0,operating,USA,CA,SF Bay,san ramon,2.0,2008-01-01
mvp  vault,/company/mvp-vault,sports,100000.0,operating,USA,NY,New York,new york,1.0,2011-08-16
360pi,/company/gazaro,software,4100000.0,operating,CAN,,Ottawa,ottawa,2.0,2007-07-01
pressmart,/company/pressmart,web,6000000.0,operating,USA,CA,Los Angeles,irvine,1.0,
lolapps,/company/lolapps,web,4000000.0,acquired,USA,CA,SF Bay,san francisco,1.0,2008-01-01
stylesight,/company/stylesight,fashion,26000006.0,operating,USA,NY,New York,new york,3.0,2004-01-01
roses & rye,/company/roses-rye,ecommerce,700000.0,operating,USA,CA,SF Bay,san francisco,1.0,2011-09-01
shiram credit,/company/shiram-credit,finance,15000000.0,operating,IND,,Chennai,chennai,1.0,
icontact,/company/icontact,messaging,53350000.0,acquired,USA,NC,Raleigh-Durham,morrisville,5.0,2003-07-02
credorax,/company/credorax,ecommerce,40000000.0,operating,USA,MA,Boston,southborough,3.0,2008-01-01
loosehead software,/company/loosehead-software,mobile,500000.0,operating,USA,CA,SF Bay,redwood city,1.0,2004-04-25
geodelic systems,/company/geodelic-systems,mobile,10500000.0,closed,USA,CA,Los Angeles,los angeles,3.0,2008-01-01
"leadspend, inc.",/company/leadspend-inc,messaging,250000.0,operating,USA,NY,New York,new york,1.0,2008-11-01
inuvo,/company/inuvo,advertising,4200000.0,ipo,USA,FL,Tampa,clearwater,1.0,2009-08-01
positive networks,/company/positive-networks,,2350000.0,acquired,USA,MI,Detroit,southfield,1.0,
23andme,/company/23andme,biotech,160549892.0,operating,USA,CA,SF Bay,mountain view,6.0,2006-04-01
connectbeam,/company/connectbeam,software,3500000.0,operating,USA,CA,SF Bay,mountain view,1.0,2005-01-01
yume,/company/yume,advertising,72900000.0,ipo,USA,CA,SF Bay,redwood city,8.0,2004-01-01
logogarden,/company/logogarden,software,2000000.0,operating,USA,TN,Nashville,nashville,1.0,2011-07-01
bixti.com,/company/bixti-com,ecommerce,20000.0,acquired,ARG,,Buenos Aires,buenos aires,1.0,2010-11-01
saasmax,/company/saasmax,software,200000.0,operating,,,unknown,,1.0,2011-01-19
wabeebwa,/company/wabeebwa,web,5000.0,closed,USA,CT,New York,monroe,1.0,2011-08-17
top10.com,/company/top10-com,travel,4400000.0,operating,GBR,,London,london,2.0,2011-02-01
fusion garage,/company/fusion-garage,hardware,6500000.0,closed,,,unknown,,1.0,2008-01-01
kidos,/company/kidos,games_video,200000.0,operating,USA,NY,New York,new york,1.0,2011-11-25
glucotec,/company/glucotec,software,10370000.0,closed,,,unknown,,3.0,
taglocity,/company/taglocity,enterprise,1200000.0,operating,CAN,,Vancouver,vancouver,1.0,2007-01-10
adready,/company/adready,advertising,17807000.0,acquired,USA,WA,Seattle,seattle,4.0,2006-01-01
helpstream,/company/helpstream,web,8600000.0,operating,USA,CA,SF Bay,mountain view,1.0,2004-01-01
treemo labs,/company/treemo-labs,mobile,2550000.0,operating,USA,WA,Seattle,seattle,1.0,2005-01-01
mochi media,/company/mochimedia,advertising,14000000.0,acquired,USA,CA,SF Bay,san francisco,2.0,2005-01-01
meevee,/company/meevee,games_video,25000000.0,acquired,USA,CA,SF Bay,burlingame,4.0,2000-07-01
eloqua,/company/eloqua,enterprise,35800000.0,acquired,USA,VA,Washington DC,vienna,2.0,1999-01-01
gamelet,/company/gamelet,games_video,220000.0,operating,TWN,,Taipei,taipei,1.0,2008-03-18
plastyc,/company/plastyc,finance,2000000.0,operating,USA,NY,New York,new york,1.0,2006-01-01
penguin computing,/company/penguin-computing,software,16330000.0,operating,USA,CA,SF Bay,san francisco,5.0,1998-01-01
chegg,/company/chegg,education,252303692.0,ipo,USA,CA,SF Bay,santa clara,10.0,2005-01-01
xactly corp,/company/xactly-corp,analytics,73870000.0,operating,USA,MA,Boston,boston,6.0,2005-03-01
xinhua travel,/company/xinhua-travel,travel,23000000.0,operating,,,unknown,,1.0,
ancestry,/company/ancestry-com,ecommerce,333200000.0,ipo,USA,UT,Salt Lake City,provo,3.0,1983-01-01
i.tv,/company/i-tv,games_video,9197854.0,operating,USA,UT,Salt Lake City,provo,2.0,2008-10-01
trustyou,/company/trustyou,hospitality,5000000.0,operating,DEU,,Munich,munich,1.0,
hangout industries,/company/hangout-industries,games_video,12000000.0,operating,USA,MA,Boston,boston,3.0,2005-01-01
simpirica spine,/company/simpirica-spine,medical,22000000.0,operating,USA,CA,SF Bay,san carlos,1.0,2006-01-01
expensify,/company/expensify-com,software,6700000.0,operating,USA,CA,SF Bay,san francisco,2.0,2008-05-01
blurb,/company/blurb,ecommerce,21550000.0,operating,USA,CA,SF Bay,san francisco,4.0,2005-01-01
pixelpipe,/company/pixelpipe,mobile,2300000.0,closed,USA,CA,SF Bay,san francisco,2.0,2008-01-01
buildinglayer,/company/buildinglayer,software,20000.0,operating,USA,KY,Lexington,lexington,1.0,2011-01-01
scripped,/company/scripped,software,700000.0,operating,USA,CA,SF Bay,san francisco,1.0,2007-07-07
meridian,/company/meridian,enterprise,1975000.0,acquired,USA,OR,Portland,portland,2.0,2011-03-01
the climate corporation,/company/the-climate-corporation,cleantech,108900000.0,acquired,USA,CA,SF Bay,san francisco,4.0,2006-01-01
innerrewards,/company/innerrewards,ecommerce,1000000.0,operating,USA,CA,SF Bay,san francisco,1.0,2008-04-01
ruffwire,/company/ruffwire,social,600000.0,operating,USA,GA,Brunswick,brunswick,2.0,2005-01-21
igaworks,/company/igaworks,advertising,5000000.0,operating,KOR,,Seoul,seoul,2.0,2006-12-01
basekit platform,/company/basekit-platform,web,9100000.0,operating,GBR,,London,london,3.0,2008-01-01
finjan,/company/finjan,enterprise,32000000.0,acquired,USA,NY,New York,new york,3.0,1996-01-01
automattic,/company/automattic,web,30600000.0,operating,USA,CA,SF Bay,san francisco,2.0,2005-07-01
evgen,/company/evgen,biotech,712671.0,operating,GBR,,Liverpool,liverpool,2.0,
pricing engine,/company/pricing-engine,advertising,1725000.0,operating,USA,NY,New York,new york,3.0,2011-06-06
aventura hq,/company/aventura-hq,software,19449781.0,operating,USA,CO,Denver,denver,7.0,2007-01-01
platial,/company/platial,network_hosting,3400000.0,closed,USA,OR,Portland,portland,2.0,
groove club,/company/groove-club,games_video,83000.0,operating,USA,NJ,Lyndhurst,lyndhurst,1.0,1999-03-01
inadco,/company/inadco,advertising,17000000.0,operating,USA,CA,SF Bay,palo alto,3.0,2008-04-01
